"No.","Time","Source","Destination","Protocol","Length","Info"
"5043","194.547374","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5044","194.547849","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=742137 Ack=26273 Win=42304 Len=1418 TSval=556219 TSecr=1287415834 [TCP segment of a reassembled PDU]"
"5045","194.547934","10.0.0.169","74.125.196.104","TLSv1.3","106","Application Data"
"5046","194.548330","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=743595 Ack=26273 Win=42304 Len=1418 TSval=556219 TSecr=1287415834 [TCP segment of a reassembled PDU]"
"5047","194.548419","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=745013 Ack=26273 Win=42304 Len=1418 TSval=556219 TSecr=1287415834 [TCP segment of a reassembled PDU]"
"5048","194.548507","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5049","194.548840","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=746478 Ack=26273 Win=42304 Len=1418 TSval=556219 TSecr=1287415834 [TCP segment of a reassembled PDU]"
"5050","194.548926","10.0.0.169","74.125.196.104","TLSv1.3","106","Application Data"
"5051","194.566536","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26273 Ack=742137 Win=333824 Len=0 TSval=1287415930 TSecr=556219"
"5052","194.566884","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26273 Ack=743595 Win=332544 Len=0 TSval=1287415930 TSecr=556219"
"5053","194.574735","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26273 Ack=746478 Win=333824 Len=0 TSval=1287415938 TSecr=556219"
"5054","194.575233","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26273 Ack=747936 Win=332544 Len=0 TSval=1287415939 TSecr=556219"
"5055","194.665829","10.0.0.169","74.125.196.104","TLSv1.3","348","Application Data"
"5056","194.697007","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26273 Ack=748218 Win=333824 Len=0 TSval=1287416060 TSecr=556231"
"5057","194.799526","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=748218 Ack=26273 Win=42304 Len=1418 TSval=556244 TSecr=1287416060 [TCP segment of a reassembled PDU]"
"5058","194.799996","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=749636 Ack=26273 Win=42304 Len=1418 TSval=556244 TSecr=1287416060 [TCP segment of a reassembled PDU]"
"5059","194.800081","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5060","194.800845","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=751101 Ack=26273 Win=42304 Len=1418 TSval=556244 TSecr=1287416060 [TCP segment of a reassembled PDU]"
"5061","194.800936","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=752519 Ack=26273 Win=42304 Len=1418 TSval=556244 TSecr=1287416060 [TCP segment of a reassembled PDU]"
"5062","194.801021","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5063","194.801487","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=753984 Ack=26273 Win=42304 Len=1418 TSval=556244 TSecr=1287416060 [TCP segment of a reassembled PDU]"
"5064","194.801574","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=755402 Ack=26273 Win=42304 Len=1418 TSval=556244 TSecr=1287416060 [TCP segment of a reassembled PDU]"
"5065","194.801655","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5066","194.801851","10.0.0.169","74.125.196.104","TLSv1.3","99","Application Data"
"5067","194.818434","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26273 Ack=751101 Win=333824 Len=0 TSval=1287416182 TSecr=556244"
"5068","194.824631","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26273 Ack=753984 Win=333824 Len=0 TSval=1287416188 TSecr=556244"
"5069","194.825232","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26273 Ack=756867 Win=333312 Len=0 TSval=1287416188 TSecr=556244"
"5070","194.825234","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26273 Ack=756900 Win=333824 Len=0 TSval=1287416189 TSecr=556244"
"5071","194.924605","10.0.0.169","74.125.196.104","TLSv1.3","376","Application Data"
"5072","194.960176","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26273 Ack=757210 Win=333824 Len=0 TSval=1287416323 TSecr=556256"
"5073","194.991877","74.125.196.104","10.0.0.169","TLSv1.3","120","Application Data"
"5074","195.060439","10.0.0.169","74.125.196.104","TCP","66","52002  >  443 [ACK] Seq=757210 Ack=26327 Win=42304 Len=0 TSval=556268 TSecr=1287416355"
"5075","195.060960","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=757210 Ack=26327 Win=42304 Len=1418 TSval=556270 TSecr=1287416355 [TCP segment of a reassembled PDU]"
"5076","195.061057","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=758628 Ack=26327 Win=42304 Len=1418 TSval=556270 TSecr=1287416355 [TCP segment of a reassembled PDU]"
"5077","195.061144","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5078","195.061671","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=760093 Ack=26327 Win=42304 Len=1418 TSval=556270 TSecr=1287416355 [TCP segment of a reassembled PDU]"
"5079","195.061757","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=761511 Ack=26327 Win=42304 Len=1418 TSval=556270 TSecr=1287416355 [TCP segment of a reassembled PDU]"
"5080","195.061843","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5081","195.062127","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=762976 Ack=26327 Win=42304 Len=1418 TSval=556270 TSecr=1287416355 [TCP segment of a reassembled PDU]"
"5082","195.062502","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=764394 Ack=26327 Win=42304 Len=1418 TSval=556270 TSecr=1287416355 [TCP segment of a reassembled PDU]"
"5083","195.062590","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5084","195.062778","10.0.0.169","74.125.196.104","TLSv1.3","99","Application Data"
"5085","195.080891","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=761511 Win=329728 Len=0 TSval=1287416444 TSecr=556270"
"5086","195.081757","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=762976 Win=333824 Len=0 TSval=1287416445 TSecr=556270"
"5087","195.088504","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=765892 Win=331008 Len=0 TSval=1287416452 TSecr=556270"
"5088","195.179961","10.0.0.169","74.125.196.104","TLSv1.3","249","Application Data"
"5089","195.203255","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=766075 Win=333824 Len=0 TSval=1287416566 TSecr=556282"
"5090","195.312215","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=766075 Ack=26327 Win=42304 Len=1418 TSval=556295 TSecr=1287416566 [TCP segment of a reassembled PDU]"
"5091","195.312572","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=767493 Ack=26327 Win=42304 Len=1418 TSval=556295 TSecr=1287416566 [TCP segment of a reassembled PDU]"
"5092","195.312841","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5093","195.313182","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=768958 Ack=26327 Win=42304 Len=1418 TSval=556295 TSecr=1287416566 [TCP segment of a reassembled PDU]"
"5094","195.313269","10.0.0.169","74.125.196.104","TLSv1.3","106","Application Data"
"5095","195.313873","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=770416 Ack=26327 Win=42304 Len=1418 TSval=556295 TSecr=1287416566 [TCP segment of a reassembled PDU]"
"5096","195.314244","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=771834 Ack=26327 Win=42304 Len=1418 TSval=556296 TSecr=1287416566 [TCP segment of a reassembled PDU]"
"5097","195.314331","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5098","195.314650","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=773299 Ack=26327 Win=42304 Len=1418 TSval=556296 TSecr=1287416566 [TCP segment of a reassembled PDU]"
"5099","195.314737","10.0.0.169","74.125.196.104","TLSv1.3","106","Application Data"
"5100","195.332578","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=768958 Win=333824 Len=0 TSval=1287416696 TSecr=556295"
"5101","195.333175","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=770416 Win=332544 Len=0 TSval=1287416696 TSecr=556295"
"5102","195.338998","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=771834 Win=333824 Len=0 TSval=1287416702 TSecr=556295"
"5103","195.339902","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=773299 Win=333824 Len=0 TSval=1287416703 TSecr=556296"
"5104","195.340064","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=774757 Win=332544 Len=0 TSval=1287416703 TSecr=556296"
"5105","195.436354","10.0.0.169","74.125.196.104","TLSv1.3","343","Application Data"
"5106","195.458796","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=775034 Win=333824 Len=0 TSval=1287416822 TSecr=556308"
"5107","195.569255","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=775034 Ack=26327 Win=42304 Len=1418 TSval=556321 TSecr=1287416822 [TCP segment of a reassembled PDU]"
"5108","195.569755","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=776452 Ack=26327 Win=42304 Len=1418 TSval=556321 TSecr=1287416822 [TCP segment of a reassembled PDU]"
"5109","195.569842","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5110","195.570197","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=777917 Ack=26327 Win=42304 Len=1418 TSval=556321 TSecr=1287416822 [TCP segment of a reassembled PDU]"
"5111","195.570580","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=779335 Ack=26327 Win=42304 Len=1418 TSval=556321 TSecr=1287416822 [TCP segment of a reassembled PDU]"
"5112","195.570666","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5113","195.570949","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=780800 Ack=26327 Win=42304 Len=1418 TSval=556321 TSecr=1287416822 [TCP segment of a reassembled PDU]"
"5114","195.571265","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=782218 Ack=26327 Win=42304 Len=1418 TSval=556321 TSecr=1287416822 [TCP segment of a reassembled PDU]"
"5115","195.571352","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5116","195.571552","10.0.0.169","74.125.196.104","TLSv1.3","99","Application Data"
"5117","195.588479","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=777917 Win=333824 Len=0 TSval=1287416952 TSecr=556321"
"5118","195.594673","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=780800 Win=333824 Len=0 TSval=1287416958 TSecr=556321"
"5119","195.595274","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=783683 Win=331008 Len=0 TSval=1287416959 TSecr=556321"
"5120","195.595276","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=783716 Win=333824 Len=0 TSval=1287416959 TSecr=556321"
"5121","195.689614","10.0.0.169","74.125.196.104","TLSv1.3","257","Application Data"
"5122","195.707664","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=783907 Win=333824 Len=0 TSval=1287417071 TSecr=556333"
"5123","195.824291","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=783907 Ack=26327 Win=42304 Len=1418 TSval=556346 TSecr=1287417071 [TCP segment of a reassembled PDU]"
"5124","195.824707","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=785325 Ack=26327 Win=42304 Len=1418 TSval=556347 TSecr=1287417071 [TCP segment of a reassembled PDU]"
"5125","195.824798","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5126","195.825081","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=786790 Ack=26327 Win=42304 Len=1418 TSval=556347 TSecr=1287417071 [TCP segment of a reassembled PDU]"
"5127","195.825466","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=788208 Ack=26327 Win=42304 Len=1418 TSval=556347 TSecr=1287417071 [TCP segment of a reassembled PDU]"
"5128","195.825553","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5129","195.825958","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=789673 Ack=26327 Win=42304 Len=1418 TSval=556347 TSecr=1287417071 [TCP segment of a reassembled PDU]"
"5130","195.826045","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=791091 Ack=26327 Win=42304 Len=1418 TSval=556347 TSecr=1287417071 [TCP segment of a reassembled PDU]"
"5131","195.826125","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5132","195.826330","10.0.0.169","74.125.196.104","TLSv1.3","99","Application Data"
"5133","195.844694","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=786790 Win=333824 Len=0 TSval=1287417208 TSecr=556346"
"5134","195.845265","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=789673 Win=331008 Len=0 TSval=1287417209 TSecr=556347"
"5135","195.852696","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=792509 Win=331264 Len=0 TSval=1287417216 TSecr=556347"
"5136","195.852699","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=792589 Win=333824 Len=0 TSval=1287417216 TSecr=556347"
"5137","195.948445","10.0.0.169","74.125.196.104","TLSv1.3","236","Application Data"
"5138","195.967490","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26327 Ack=792759 Win=333824 Len=0 TSval=1287417331 TSecr=556359"
"5139","195.991977","74.125.196.104","10.0.0.169","TLSv1.3","120","Application Data"
"5140","195.993445","10.0.0.169","74.125.196.104","TCP","66","52002  >  443 [ACK] Seq=792759 Ack=26381 Win=42304 Len=0 TSval=556364 TSecr=1287417355"
"5141","196.079751","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=792759 Ack=26381 Win=42304 Len=1418 TSval=556372 TSecr=1287417355 [TCP segment of a reassembled PDU]"
"5142","196.080151","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=794177 Ack=26381 Win=42304 Len=1418 TSval=556372 TSecr=1287417355 [TCP segment of a reassembled PDU]"
"5143","196.080240","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5144","196.080654","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=795642 Ack=26381 Win=42304 Len=1418 TSval=556372 TSecr=1287417355 [TCP segment of a reassembled PDU]"
"5145","196.080742","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=797060 Ack=26381 Win=42304 Len=1418 TSval=556372 TSecr=1287417355 [TCP segment of a reassembled PDU]"
"5146","196.080827","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5147","196.081224","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=798525 Ack=26381 Win=42304 Len=1418 TSval=556372 TSecr=1287417355 [TCP segment of a reassembled PDU]"
"5148","196.081315","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=799943 Ack=26381 Win=42304 Len=1418 TSval=556372 TSecr=1287417355 [TCP segment of a reassembled PDU]"
"5149","196.081398","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5150","196.081601","10.0.0.169","74.125.196.104","TLSv1.3","99","Application Data"
"5151","196.104996","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26381 Ack=794177 Win=333824 Len=0 TSval=1287417468 TSecr=556372"
"5152","196.105990","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26381 Ack=795642 Win=333824 Len=0 TSval=1287417469 TSecr=556372"
"5153","196.107099","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26381 Ack=798525 Win=333824 Len=0 TSval=1287417470 TSecr=556372"
"5154","196.107890","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26381 Ack=801441 Win=331008 Len=0 TSval=1287417471 TSecr=556372"
"5155","196.201455","10.0.0.169","74.125.196.104","TLSv1.3","304","Application Data"
"5156","196.219384","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26381 Ack=801679 Win=333824 Len=0 TSval=1287417583 TSecr=556384"
"5157","196.339287","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=801679 Ack=26381 Win=42304 Len=1418 TSval=556398 TSecr=1287417583 [TCP segment of a reassembled PDU]"
"5158","196.339565","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=803097 Ack=26381 Win=42304 Len=1418 TSval=556398 TSecr=1287417583 [TCP segment of a reassembled PDU]"
"5159","196.339831","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5160","196.340228","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=804562 Ack=26381 Win=42304 Len=1418 TSval=556398 TSecr=1287417583 [TCP segment of a reassembled PDU]"
"5161","196.340315","10.0.0.169","74.125.196.104","TLSv1.3","106","Application Data"
"5162","196.340743","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=806020 Ack=26381 Win=42304 Len=1418 TSval=556398 TSecr=1287417583 [TCP segment of a reassembled PDU]"
"5163","196.340831","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=807438 Ack=26381 Win=42304 Len=1418 TSval=556398 TSecr=1287417583 [TCP segment of a reassembled PDU]"
"5164","196.341030","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5165","196.341368","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=808903 Ack=26381 Win=42304 Len=1418 TSval=556398 TSecr=1287417583 [TCP segment of a reassembled PDU]"
"5166","196.341453","10.0.0.169","74.125.196.104","TLSv1.3","106","Application Data"
"5167","196.358611","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26381 Ack=804562 Win=333824 Len=0 TSval=1287417722 TSecr=556398"
"5168","196.363886","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26381 Ack=806020 Win=332544 Len=0 TSval=1287417727 TSecr=556398"
"5169","196.364862","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26381 Ack=808903 Win=333824 Len=0 TSval=1287417728 TSecr=556398"
"5170","196.365284","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26381 Ack=810361 Win=332544 Len=0 TSval=1287417729 TSecr=556398"
"5171","196.460950","10.0.0.169","74.125.196.104","TLSv1.3","558","Application Data"
"5172","196.479564","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26381 Ack=810853 Win=333824 Len=0 TSval=1287417843 TSecr=556410"
"5173","196.591918","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=810853 Ack=26381 Win=42304 Len=1418 TSval=556423 TSecr=1287417843 [TCP segment of a reassembled PDU]"
"5174","196.592325","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=812271 Ack=26381 Win=42304 Len=1418 TSval=556423 TSecr=1287417843 [TCP segment of a reassembled PDU]"
"5175","196.592416","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5176","196.592693","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=813736 Ack=26381 Win=42304 Len=1418 TSval=556423 TSecr=1287417843 [TCP segment of a reassembled PDU]"
"5177","196.593058","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=815154 Ack=26381 Win=42304 Len=1418 TSval=556423 TSecr=1287417843 [TCP segment of a reassembled PDU]"
"5178","196.593145","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5179","196.593408","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=816619 Ack=26381 Win=42304 Len=1418 TSval=556423 TSecr=1287417843 [TCP segment of a reassembled PDU]"
"5180","196.593751","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=818037 Ack=26381 Win=42304 Len=1418 TSval=556423 TSecr=1287417843 [TCP segment of a reassembled PDU]"
"5181","196.593836","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5182","196.594037","10.0.0.169","74.125.196.104","TLSv1.3","99","Application Data"
"5183","196.612065","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26381 Ack=813736 Win=333824 Len=0 TSval=1287417975 TSecr=556423"
"5184","196.612970","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26381 Ack=816619 Win=331008 Len=0 TSval=1287417976 TSecr=556423"
"5185","196.613232","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26381 Ack=819535 Win=328192 Len=0 TSval=1287417977 TSecr=556423"
"5186","196.713833","10.0.0.169","74.125.196.104","TLSv1.3","373","Application Data"
"5187","196.731603","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26381 Ack=819842 Win=333824 Len=0 TSval=1287418095 TSecr=556436"
"5188","196.847654","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=819842 Ack=26381 Win=42304 Len=1418 TSval=556449 TSecr=1287418095 [TCP segment of a reassembled PDU]"
"5189","196.848053","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=821260 Ack=26381 Win=42304 Len=1418 TSval=556449 TSecr=1287418095 [TCP segment of a reassembled PDU]"
"5190","196.848143","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5191","196.848852","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=822725 Ack=26381 Win=42304 Len=1418 TSval=556449 TSecr=1287418095 [TCP segment of a reassembled PDU]"
"5192","196.848944","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=824143 Ack=26381 Win=42304 Len=1418 TSval=556449 TSecr=1287418095 [TCP segment of a reassembled PDU]"
"5193","196.849029","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5194","196.849432","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=825608 Ack=26381 Win=42304 Len=1418 TSval=556449 TSecr=1287418095 [TCP segment of a reassembled PDU]"
"5195","196.849520","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=827026 Ack=26381 Win=42304 Len=1418 TSval=556449 TSecr=1287418095 [TCP segment of a reassembled PDU]"
"5196","196.849606","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5197","196.849826","10.0.0.169","74.125.196.104","TLSv1.3","99","Application Data"
"5198","196.870602","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26381 Ack=822725 Win=333824 Len=0 TSval=1287418234 TSecr=556449"
"5199","196.871098","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26381 Ack=825608 Win=333824 Len=0 TSval=1287418234 TSecr=556449"
"5200","196.871355","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26381 Ack=828524 Win=331008 Len=0 TSval=1287418235 TSecr=556449"
"5201","196.972733","10.0.0.169","74.125.196.104","TLSv1.3","387","Application Data"
"5202","196.992106","74.125.196.104","10.0.0.169","TLSv1.3","120","Application Data"
"5203","196.993474","10.0.0.169","74.125.196.104","TCP","66","52002  >  443 [ACK] Seq=828845 Ack=26435 Win=42304 Len=0 TSval=556464 TSecr=1287418355"
"5204","196.996905","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26435 Ack=828845 Win=333824 Len=0 TSval=1287418360 TSecr=556461"
"5205","197.104251","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=828845 Ack=26435 Win=42304 Len=1418 TSval=556474 TSecr=1287418360 [TCP segment of a reassembled PDU]"
"5206","197.104662","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=830263 Ack=26435 Win=42304 Len=1418 TSval=556475 TSecr=1287418360 [TCP segment of a reassembled PDU]"
"5207","197.104752","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5208","197.105126","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=831728 Ack=26435 Win=42304 Len=1418 TSval=556475 TSecr=1287418360 [TCP segment of a reassembled PDU]"
"5209","197.105214","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=833146 Ack=26435 Win=42304 Len=1418 TSval=556475 TSecr=1287418360 [TCP segment of a reassembled PDU]"
"5210","197.105406","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5211","197.105677","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=834611 Ack=26435 Win=42304 Len=1418 TSval=556475 TSecr=1287418360 [TCP segment of a reassembled PDU]"
"5212","197.106048","10.0.0.169","74.125.196.104","TCP","1484","52002  >  443 [ACK] Seq=836029 Ack=26435 Win=42304 Len=1418 TSval=556475 TSecr=1287418360 [TCP segment of a reassembled PDU]"
"5213","197.106132","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"5214","197.106315","10.0.0.169","74.125.196.104","TLSv1.3","99","Application Data"
"5215","197.124335","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26435 Ack=833146 Win=329728 Len=0 TSval=1287418488 TSecr=556474"
"5216","197.124968","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26435 Ack=834611 Win=333824 Len=0 TSval=1287418488 TSecr=556475"
"5217","197.131000","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26435 Ack=836029 Win=333824 Len=0 TSval=1287418494 TSecr=556475"
"5218","197.132944","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26435 Ack=837527 Win=332544 Len=0 TSval=1287418496 TSecr=556475"
"5219","197.226288","10.0.0.169","74.125.196.104","TLSv1.3","342","Application Data"
"5220","197.245649","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=26435 Ack=837803 Win=333824 Len=0 TSval=1287418609 TSecr=556487"
